"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Clone Metric Rules","Code Size Rules","Cohesion Metric Rules","Comment Rules","Complexity Metric Rules","Controversial Rules","Coupling Metric Rules","Coupling Rules","Design Rules","Documentation Metric Rules","Empty Code Rules","Finalizer Rules","Import Statement Rules","Inheritance Metric Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Size Metric Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules","Number of bugs"
"L20621","MetricsQueryExecutor<Q extends ElementQuery, R extends TitanElement, B extends BackendQuery>$169569#","com.thinkaurelius.titan.graphdb.query.MetricsQueryExecutor$169569#","L20617","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\query\MetricsQueryExecutor.java","63","76","68","10","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L20679","QueryProcessor<Q extends ElementQuery<R, B>, R extends TitanElement, B extends BackendQuery<B>>$170245#","com.thinkaurelius.titan.graphdb.query.QueryProcessor$170245#","L20678","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\query\QueryProcessor.java","98","76","103","22","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L20682","QueryProcessor<Q extends ElementQuery<R, B>, R extends TitanElement, B extends BackendQuery<B>>$170315#","com.thinkaurelius.titan.graphdb.query.QueryProcessor$170315#","L20678","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\query\QueryProcessor.java","111","70","120","22","0","0","0","0","0","0","0","0","1","1","1","2","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","10","10","0","0","0","0","1","0","1","0","1","4","0","1","0","10","10","0","0","0","0","1","0","1","0","1","4","0","1","0","0","0","5","0","2","0","0","1","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L20689","QueryProcessor<Q extends ElementQuery<R, B>, R extends TitanElement, B extends BackendQuery<B>>$170393#","com.thinkaurelius.titan.graphdb.query.QueryProcessor$170393#","L20685","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\query\QueryProcessor.java","131","62","136","14","0","0","0","0","0","0","0","0","1","0","0","4","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L20735","QueryUtil$171086#","com.thinkaurelius.titan.graphdb.query.QueryUtil$171086#","L20730","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\query\QueryUtil.java","86","103","102","14","0","0","0","0","0","0","0","0","1","3","3","4","0","0","0","0","1","0","0.0555556","1","0","0","2","0.0555556","1","0","0","0","0","0","17","17","0","0","0","0","1","0","1","0","1","8","0","1","0","17","17","0","0","0","0","1","0","1","0","1","8","0","1","0","0","0","5","2","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"L20824","ResultMergeSortIterator<R extends Object>$172315#","com.thinkaurelius.titan.graphdb.query.ResultMergeSortIterator$172315#","L20816","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\query\ResultMergeSortIterator.java","93","34","98","10","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L20849","ResultSetIterator<R extends TitanElement>$172532#","com.thinkaurelius.titan.graphdb.query.ResultSetIterator$172532#","L20843","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\query\ResultSetIterator.java","66","34","72","10","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","6","7","0","0","0","0","1","0","1","0","1","1","0","1","0","6","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L21219","BasicVertexCentricQueryBuilder$RelationConstructor","com.thinkaurelius.titan.graphdb.query.vertex.BasicVertexCentricQueryBuilder$RelationConstructor","L17814","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\query\vertex\BasicVertexCentricQueryBuilder.java","173","5","185","6","0","0","0","0","0","0","0","0","1","0","0","2","5","1","0","1","3","0","0","0","0","0","3","0","0","1","1","0","0","1","10","13","0","1","0","1","2","0","2","0","2","2","0","2","0","10","13","0","1","0","1","2","0","2","0","2","2","0","2","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L21235","BasicVertexCentricQueryBuilder$VertexConstructor","com.thinkaurelius.titan.graphdb.query.vertex.BasicVertexCentricQueryBuilder$VertexConstructor","L17814","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\query\vertex\BasicVertexCentricQueryBuilder.java","187","5","199","6","0","0","0","0","0","0","0","0","1","0","0","2","5","1","0","1","3","0","0","0","0","0","3","0","0","1","1","0","0","1","10","13","0","1","0","1","2","0","2","0","2","2","0","2","0","10","13","0","1","0","1","2","0","2","0","2","2","0","2","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L21246","BasicVertexCentricQueryBuilder$VertexIdConstructor","com.thinkaurelius.titan.graphdb.query.vertex.BasicVertexCentricQueryBuilder$VertexIdConstructor","L17814","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\query\vertex\BasicVertexCentricQueryBuilder.java","201","5","213","6","0","0","0","0","0","0","0","0","1","0","0","2","6","1","0","2","4","0","0","0","0","0","3","0","0","1","1","0","0","1","10","13","0","1","0","1","2","0","2","0","2","2","0","2","0","10","13","0","1","0","1","2","0","2","0","2","2","0","2","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L21552","SimpleVertexQueryProcessor$LimitAdjustingIterator","com.thinkaurelius.titan.graphdb.query.vertex.SimpleVertexQueryProcessor$LimitAdjustingIterator","L21293","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\query\vertex\SimpleVertexQueryProcessor.java","116","5","128","6","0","0","0","0","0","0","0","0","0","1","1","3","2","0","0","0","2","0","0","0","0","0","2","0","0","1","1","0","0","1","11","13","4","1","0","1","2","0","1","0","6","4","0","5","0","11","13","4","1","0","1","2","0","1","0","6","4","0","5","0","0","0","7","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L21563","VertexArrayList$178931#","com.thinkaurelius.titan.graphdb.query.vertex.VertexArrayList$178931#","L21192","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\query\vertex\VertexArrayList.java","21","102","26","6","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L21863","CacheEdge$182169#","com.thinkaurelius.titan.graphdb.relations.CacheEdge$182169#","L21862","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\relations\CacheEdge.java","50","115","55","14","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L21898","CacheProperty$182810#","com.thinkaurelius.titan.graphdb.relations.CacheProperty$182810#","L21897","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\relations\CacheProperty.java","44","107","49","14","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L22267","AddedRelationsContainer$1","com.thinkaurelius.titan.graphdb.transaction.addedrelations.AddedRelationsContainer$1","L22254","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\transaction\addedrelations\AddedRelationsContainer.java","32","87","57","6","0","0","0","0","0","0","0","0","3","0","0","5","2","0","0","0","5","0","0","0","0","0","6","0","0","1","1","0","0","1","22","26","1","2","0","2","5","0","5","0","5","5","1","5","0","22","26","1","2","0","2","5","0","5","0","5","5","1","5","0","0","0","16","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"L22445","RelationConstructor$189192#","com.thinkaurelius.titan.graphdb.transaction.RelationConstructor$189192#","L22441","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\transaction\RelationConstructor.java","31","46","57","10","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","7","7","0","0","0","0","1","0","1","0","1","1","0","1","0","23","27","2","0","2","0","4","0","4","0","4","6","0","4","0","0","0","15","0","2","0","0","0","0","0","0","1","0","0","0","0","0","1","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"L22547","StandardTitanTx$1","com.thinkaurelius.titan.graphdb.transaction.StandardTitanTx$1","L17507","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\transaction\StandardTitanTx.java","190","37","203","10","0","0","0","0","0","0","0","0","2","0","0","2","1","0","0","0","2","0","0.0909091","1","0","0","3","0.0909091","1","1","1","0","0","1","10","14","1","0","1","0","2","0","2","0","2","1","0","2","0","10","14","1","0","1","0","2","0","2","0","2","1","0","2","0","0","0","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L22595","StandardTitanTx$2","com.thinkaurelius.titan.graphdb.transaction.StandardTitanTx$2","L17507","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\transaction\StandardTitanTx.java","230","110","235","10","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L22757","StandardTitanTx$3","com.thinkaurelius.titan.graphdb.transaction.StandardTitanTx$3","L22742","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\transaction\StandardTitanTx.java","533","77","538","10","0","0","0","0","0","0","0","0","1","0","0","2","4","0","0","3","4","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L22855","StandardTitanTx$4","com.thinkaurelius.titan.graphdb.transaction.StandardTitanTx$4","L22836","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\transaction\StandardTitanTx.java","728","134","733","26","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L22870","StandardTitanTx$5","com.thinkaurelius.titan.graphdb.transaction.StandardTitanTx$5","L22834","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\transaction\StandardTitanTx.java","769","102","774","18","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L22997","StandardTitanTx$6","com.thinkaurelius.titan.graphdb.transaction.StandardTitanTx$6","L21658","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\transaction\StandardTitanTx.java","1012","96","1017","22","0","0","0","0","0","0","0","0","1","0","0","1","3","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L23447","GuavaVertexCache$NewVertexCallable","com.thinkaurelius.titan.graphdb.transaction.vertexcache.GuavaVertexCache$NewVertexCallable","L22587","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\transaction\vertexcache\GuavaVertexCache.java","104","5","116","6","0","0","0","0","0","0","0","0","1","0","0","2","1","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","10","13","1","0","1","0","2","0","1","0","2","2","0","1","0","10","13","1","0","1","0","2","0","1","0","2","2","0","1","0","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"L23497","VertexIterable$199096#","com.thinkaurelius.titan.graphdb.transaction.VertexIterable$199096#","L23496","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\transaction\VertexIterable.java","27","47","63","10","0","0","0","0","0","0","0","0","4","2","2","9","0","0","0","0","4","0","0.0645161","2","0","0","4","0.0645161","2","0","0","0","0","0","29","37","2","0","2","0","4","0","3","0","4","16","0","3","0","29","37","2","0","2","0","4","0","3","0","4","16","0","3","0","0","0","12","4","7","0","0","6","0","0","0","1","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","4","0","0"
"L23803","BaseKey$203250#","com.thinkaurelius.titan.graphdb.types.system.BaseKey$203250#","L23770","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\types\system\BaseKey.java","95","74","184","6","0","0","0","0","0","0","0","0","6","1","1","19","0","0","0","0","16","0.0588235","0.0277778","2","1","1","16","0.0277778","2","0","0","0","0","0","70","90","1","10","1","10","16","0","16","0","16","20","0","16","0","70","90","1","10","1","10","16","0","16","0","16","20","0","16","0","0","0","37","2","3","0","0","1","0","0","0","1","0","0","0","0","0","2","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","1","0","0"
"L24445","ConcurrentLRUCache<V extends Object>$210136#","com.thinkaurelius.titan.graphdb.util.ConcurrentLRUCache$210136#","L24443","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\util\ConcurrentLRUCache.java","166","30","171","18","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L24563","ElementHelper$211966#","com.thinkaurelius.titan.graphdb.util.ElementHelper$211966#","L19942","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\util\ElementHelper.java","26","146","32","14","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","7","7","0","0","0","0","1","0","1","0","1","1","0","1","0","7","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L24961","KryoTest$E$508080#","com.thinkaurelius.titan.graphdb.serializer.KryoTest$E$508080#","L24956","L103","titan-test\src\test\java\com\thinkaurelius\titan\graphdb\serializer\KryoTest.java","92","9","92","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L24963","KryoTest$E$508085#","com.thinkaurelius.titan.graphdb.serializer.KryoTest$E$508085#","L24956","L103","titan-test\src\test\java\com\thinkaurelius\titan\graphdb\serializer\KryoTest.java","94","9","94","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L24995","SerializerTest$509218#","com.thinkaurelius.titan.graphdb.serializer.SerializerTest$509218#","L24994","L103","titan-test\src\test\java\com\thinkaurelius\titan\graphdb\serializer\SerializerTest.java","86","52","97","14","0","0","0","0","0","0","0","0","1","1","1","2","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","12","12","0","0","0","0","1","0","1","0","1","8","0","1","0","12","12","0","0","0","0","1","0","1","0","1","8","0","1","0","0","0","5","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0"
"L25071","SerializerTest$511631#","com.thinkaurelius.titan.graphdb.serializer.SerializerTest$511631#","L25068","L103","titan-test\src\test\java\com\thinkaurelius\titan\graphdb\serializer\SerializerTest.java","512","30","530","10","0","0","0","0","0","0","0","0","1","9","2","10","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","19","19","0","0","0","0","1","0","1","0","1","23","0","1","0","19","19","0","0","0","0","1","0","1","0","1","23","0","1","0","0","0","7","3","8","0","0","8","0","0","0","0","0","2","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0"
"L13764","MetricInstrumentedSchemaCache$106768#","com.thinkaurelius.titan.graphdb.database.cache.MetricInstrumentedSchemaCache$106768#","L13664","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\database\cache\MetricInstrumentedSchemaCache.java","24","62","36","10","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","2","0","0","0","0","0","3","0","0","0","0","0","0","0","12","13","0","0","0","0","2","0","2","0","2","4","0","2","0","12","13","0","0","0","0","2","0","2","0","2","4","0","2","0","0","0","8","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14222","PartitionAssignment$1","com.thinkaurelius.titan.graphdb.database.idassigner.placement.PartitionAssignment$1","L14194","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\database\idassigner\placement\PartitionAssignment.java","14","79","19","6","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","6","6","1","1","0","1","1","0","1","0","1","1","1","1","0","6","6","1","1","0","1","1","0","1","0","1","1","1","1","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"L14981","IndexSerializer$IndexInfoRetriever$1","com.thinkaurelius.titan.graphdb.database.IndexSerializer$IndexInfoRetriever$1","L14977","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\database\IndexSerializer.java","127","56","157","14","0","0","0","0","0","0","0","0","1","2","2","4","8","0","0","6","8","0","0","0","0","0","3","0","0","1","1","0","0","1","22","26","1","0","1","0","2","0","2","0","2","12","0","2","0","26","31","1","0","1","0","3","0","3","0","3","13","0","3","0","0","0","12","0","2","0","0","1","0","0","0","0","0","0","0","0","0","1","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L15222","IndexSerializer$IndexRecords$1","com.thinkaurelius.titan.graphdb.database.IndexSerializer$IndexRecords$1","L15218","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\database\IndexSerializer.java","404","86","410","14","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","7","7","0","0","0","0","1","0","1","0","1","1","0","1","0","7","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L15914","ManagementSystem$127502#","com.thinkaurelius.titan.graphdb.database.management.ManagementSystem$127502#","L15909","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\database\management\ManagementSystem.java","363","143","368","10","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L15917","ManagementSystem$127527#","com.thinkaurelius.titan.graphdb.database.management.ManagementSystem$127527#","L15909","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\database\management\ManagementSystem.java","368","68","374","10","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","7","7","0","0","0","0","1","0","1","0","1","1","0","1","0","7","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L15938","ManagementSystem$127641#","com.thinkaurelius.titan.graphdb.database.management.ManagementSystem$127641#","L15930","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\database\management\ManagementSystem.java","402","56","409","18","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","8","8","0","0","0","0","1","0","1","0","1","2","0","1","0","8","8","0","0","0","0","1","0","1","0","1","2","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L15941","ManagementSystem$127672#","com.thinkaurelius.titan.graphdb.database.management.ManagementSystem$127672#","L15930","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\database\management\ManagementSystem.java","409","48","414","10","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L15944","ManagementSystem$127699#","com.thinkaurelius.titan.graphdb.database.management.ManagementSystem$127699#","L15930","L103","titan-core\src\main\java\com\thinkaurelius\titan\graphdb\database\management\ManagementSystem.java","414","56","420","10","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","7","7","0","0","0","0","1","0","1","0","1","1","0","1","0","7","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
