"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","Number of committers","Number of previous modifications","Number of developer commits","Number of bugs"
"L27142","StateInitializer.java","titan-core/src/main/java/com/thinkaurelius/titan/core/olap/StateInitializer.java","L27135","1","0","4","0","4","14","142","0"
"L27364","ConsistencyModifier.java","titan-core/src/main/java/com/thinkaurelius/titan/core/schema/ConsistencyModifier.java","L27363","1","0","6","0","4","7","142","0"
"L27365","DefaultSchemaMaker.java","titan-core/src/main/java/com/thinkaurelius/titan/core/schema/DefaultSchemaMaker.java","L27363","1","0","10","0","4","7","142","0"
"L27366","EdgeLabelMaker.java","titan-core/src/main/java/com/thinkaurelius/titan/core/schema/EdgeLabelMaker.java","L27363","1","0","13","0","4","12","1077","0"
"L27367","Mapping.java","titan-core/src/main/java/com/thinkaurelius/titan/core/schema/Mapping.java","L27363","4","0","29","0","4","9","1615","0"
"L27368","Parameter.java","titan-core/src/main/java/com/thinkaurelius/titan/core/schema/Parameter.java","L27363","7","0","38","0","4","7","142","0"
"L27369","PropertyKeyMaker.java","titan-core/src/main/java/com/thinkaurelius/titan/core/schema/PropertyKeyMaker.java","L27363","1","0","13","0","4","9","142","0"
"L27370","RelationTypeIndex.java","titan-core/src/main/java/com/thinkaurelius/titan/core/schema/RelationTypeIndex.java","L27363","1","0","11","0","4","13","142","0"
"L27371","RelationTypeMaker.java","titan-core/src/main/java/com/thinkaurelius/titan/core/schema/RelationTypeMaker.java","L27363","1","0","7","0","4","8","142","0"
"L27372","SchemaAction.java","titan-core/src/main/java/com/thinkaurelius/titan/core/schema/SchemaAction.java","L27363","6","0","20","0","3","4","53","0"
"L27373","SchemaInspector.java","titan-core/src/main/java/com/thinkaurelius/titan/core/schema/SchemaInspector.java","L27363","1","0","17","0","1","1","1077","0"
"L27374","SchemaManager.java","titan-core/src/main/java/com/thinkaurelius/titan/core/schema/SchemaManager.java","L27363","1","0","6","0","1","1","1077","0"
"L27375","SchemaStatus.java","titan-core/src/main/java/com/thinkaurelius/titan/core/schema/SchemaStatus.java","L27363","1","0","7","0","3","4","53","0"
"L27376","TitanConfiguration.java","titan-core/src/main/java/com/thinkaurelius/titan/core/schema/TitanConfiguration.java","L27363","1","0","5","0","4","7","142","0"
"L27377","TitanGraphIndex.java","titan-core/src/main/java/com/thinkaurelius/titan/core/schema/TitanGraphIndex.java","L27363","1","0","14","0","4","16","142","0"
"L27378","TitanIndex.java","titan-core/src/main/java/com/thinkaurelius/titan/core/schema/TitanIndex.java","L27363","1","0","3","0","3","4","53","0"
"L27379","TitanManagement.java","titan-core/src/main/java/com/thinkaurelius/titan/core/schema/TitanManagement.java","L27363","1","0","42","0","4","30","1077","0"
"L27380","TitanSchemaElement.java","titan-core/src/main/java/com/thinkaurelius/titan/core/schema/TitanSchemaElement.java","L27363","1","0","4","0","4","7","142","0"
"L27381","TitanSchemaType.java","titan-core/src/main/java/com/thinkaurelius/titan/core/schema/TitanSchemaType.java","L27363","1","0","3","0","4","7","142","0"
"L27382","VertexLabelMaker.java","titan-core/src/main/java/com/thinkaurelius/titan/core/schema/VertexLabelMaker.java","L27363","1","0","8","0","4","7","142","0"
"L28226","ReflectiveConfigOptionLoader.java","titan-core/src/main/java/com/thinkaurelius/titan/core/util/ReflectiveConfigOptionLoader.java","L28225","32","0","243","1","4","23","1615","0"
"L28227","TitanCleanup.java","titan-core/src/main/java/com/thinkaurelius/titan/core/util/TitanCleanup.java","L28225","1","0","27","0","3","12","53","0"
"L28228","TitanId.java","titan-core/src/main/java/com/thinkaurelius/titan/core/util/TitanId.java","L28225","1","0","19","0","4","14","142","0"
"L28361","ConsoleSetup.java","titan-core/src/main/java/com/thinkaurelius/titan/tinkerpop/gremlin/ConsoleSetup.java","L28360","4","0","72","0","2","5","1077","0"
"L28362","Imports.java","titan-core/src/main/java/com/thinkaurelius/titan/tinkerpop/gremlin/Imports.java","L28360","1","0","29","2","5","18","1615","0"
"L28363","ScriptExecutor.java","titan-core/src/main/java/com/thinkaurelius/titan/tinkerpop/gremlin/ScriptExecutor.java","L28360","5","0","30","0","2","4","1077","0"
"L28421","AbstractLongListUtil.java","titan-core/src/main/java/com/thinkaurelius/titan/util/datastructures/AbstractLongListUtil.java","L28420","18","0","70","0","1","3","1077","0"
"L28422","ArraysUtil.java","titan-core/src/main/java/com/thinkaurelius/titan/util/datastructures/ArraysUtil.java","L28420","26","0","85","0","1","2","1077","0"
"L28423","BitMap.java","titan-core/src/main/java/com/thinkaurelius/titan/util/datastructures/BitMap.java","L28420","5","0","19","0","1","1","1077","0"
"L28424","ByteSize.java","titan-core/src/main/java/com/thinkaurelius/titan/util/datastructures/ByteSize.java","L28420","1","0","10","0","1","4","1077","0"
"L28425","CompactMap.java","titan-core/src/main/java/com/thinkaurelius/titan/util/datastructures/CompactMap.java","L28420","20","0","270","0","1","2","1077","0"
"L28426","ExceptionUtil.java","titan-core/src/main/java/com/thinkaurelius/titan/util/datastructures/ExceptionUtil.java","L28420","4","0","9","0","1","1","1077","0"
"L28427","Factory.java","titan-core/src/main/java/com/thinkaurelius/titan/util/datastructures/Factory.java","L28420","1","0","4","0","1","1","1077","0"
"L28428","ImmutableIntSet.java","titan-core/src/main/java/com/thinkaurelius/titan/util/datastructures/ImmutableIntSet.java","L28420","7","0","52","0","1","2","1077","0"
"L28429","Interval.java","titan-core/src/main/java/com/thinkaurelius/titan/util/datastructures/Interval.java","L28420","1","0","12","0","2","3","1615","0"
"L28430","IntHashSet.java","titan-core/src/main/java/com/thinkaurelius/titan/util/datastructures/IntHashSet.java","L28420","8","0","53","0","1","2","1077","0"
"L28431","IntSet.java","titan-core/src/main/java/com/thinkaurelius/titan/util/datastructures/IntSet.java","L28420","1","0","8","0","1","1","1077","0"
"L28432","IterablesUtil.java","titan-core/src/main/java/com/thinkaurelius/titan/util/datastructures/IterablesUtil.java","L28420","17","0","81","0","2","6","1077","0"
"L28433","LongCounter.java","titan-core/src/main/java/com/thinkaurelius/titan/util/datastructures/LongCounter.java","L28420","1","0","32","0","1","1","1077","0"
"L28434","Maps.java","titan-core/src/main/java/com/thinkaurelius/titan/util/datastructures/Maps.java","L28420","3","0","14","0","1","1","1077","0"
"L28435","PointInterval.java","titan-core/src/main/java/com/thinkaurelius/titan/util/datastructures/PointInterval.java","L28420","8","0","106","0","2","3","1615","0"
"L28436","RandomRemovalList.java","titan-core/src/main/java/com/thinkaurelius/titan/util/datastructures/RandomRemovalList.java","L28420","12","0","137","0","1","2","1077","0"
"L28437","RangeInterval.java","titan-core/src/main/java/com/thinkaurelius/titan/util/datastructures/RangeInterval.java","L28420","43","0","141","0","2","2","1615","0"
"L28438","Removable.java","titan-core/src/main/java/com/thinkaurelius/titan/util/datastructures/Removable.java","L28420","1","0","4","0","1","3","1077","0"
"L28439","Retriever.java","titan-core/src/main/java/com/thinkaurelius/titan/util/datastructures/Retriever.java","L28420","1","0","4","0","1","3","1077","0"
"L28946","ConversionHelper.java","titan-core/src/main/java/com/thinkaurelius/titan/util/encoding/ConversionHelper.java","L28945","2","0","17","0","2","3","1077","0"
"L28947","LongEncoding.java","titan-core/src/main/java/com/thinkaurelius/titan/util/encoding/LongEncoding.java","L28945","4","0","32","0","2","5","142","0"
"L28948","StringEncoding.java","titan-core/src/main/java/com/thinkaurelius/titan/util/encoding/StringEncoding.java","L28945","11","0","40","0","2","4","1077","0"
"L28982","IntegerDoubleFrequency.java","titan-core/src/main/java/com/thinkaurelius/titan/util/stats/IntegerDoubleFrequency.java","L28981","1","0","28","0","1","2","1077","0"
"L28983","MetricManager.java","titan-core/src/main/java/com/thinkaurelius/titan/util/stats/MetricManager.java","L28981","22","0","196","0","4","27","1077","0"
"L28984","NumberUtil.java","titan-core/src/main/java/com/thinkaurelius/titan/util/stats/NumberUtil.java","L28981","2","0","11","0","1","1","1077","0"
"L28985","ObjectAccumulator.java","titan-core/src/main/java/com/thinkaurelius/titan/util/stats/ObjectAccumulator.java","L28981","6","0","62","0","1","1","1077","0"
"L29110","BackgroundThread.java","titan-core/src/main/java/com/thinkaurelius/titan/util/system/BackgroundThread.java","L29109","11","0","62","0","3","6","53","0"
"L29111","CheckSocket.java","titan-core/src/main/java/com/thinkaurelius/titan/util/system/CheckSocket.java","L29109","3","0","25","0","2","3","53","0"
"L29112","ConfigurationFileFilter.java","titan-core/src/main/java/com/thinkaurelius/titan/util/system/ConfigurationFileFilter.java","L29109","22","0","182","0","2","5","1077","0"
"L29113","ConfigurationLint.java","titan-core/src/main/java/com/thinkaurelius/titan/util/system/ConfigurationLint.java","L29109","10","0","105","0","3","7","1077","0"
"L29114","ConfigurationPrinter.java","titan-core/src/main/java/com/thinkaurelius/titan/util/system/ConfigurationPrinter.java","L29109","23","0","173","0","3","16","1077","0"
"L29115","ConfigurationUtil.java","titan-core/src/main/java/com/thinkaurelius/titan/util/system/ConfigurationUtil.java","L29109","11","0","50","0","3","6","53","0"
"L29116","IOUtils.java","titan-core/src/main/java/com/thinkaurelius/titan/util/system/IOUtils.java","L29109","10","0","34","0","1","1","1077","0"
"L29117","NetworkUtil.java","titan-core/src/main/java/com/thinkaurelius/titan/util/system/NetworkUtil.java","L29109","8","0","36","0","3","5","1077","0"
"L29118","Threads.java","titan-core/src/main/java/com/thinkaurelius/titan/util/system/Threads.java","L29109","6","0","18","0","1","1","1077","0"
"L29119","TXUtils.java","titan-core/src/main/java/com/thinkaurelius/titan/util/system/TXUtils.java","L29109","3","0","17","1","1","1","1615","0"
"L3258","CommonsConfiguration.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/configuration/backend/CommonsConfiguration.java","L3257","20","0","113","0","4","36","1615","0"
"L3259","KCVSConfiguration.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/configuration/backend/KCVSConfiguration.java","L3257","13","0","204","2","3","37","1615","0"
"L5094","CachableStaticBuffer.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/keycolumnvalue/cache/CachableStaticBuffer.java","L5093","1","0","5","0","3","4","53","0"
"L5095","CacheTransaction.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/keycolumnvalue/cache/CacheTransaction.java","L5093","28","0","178","0","4","38","53","0"
"L5096","ExpirationKCVSCache.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/keycolumnvalue/cache/ExpirationKCVSCache.java","L5093","26","0","184","0","3","20","1077","0"
"L5097","KCVEntryMutation.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/keycolumnvalue/cache/KCVEntryMutation.java","L5093","1","0","27","0","3","5","1615","0"
"L5098","KCVSCache.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/keycolumnvalue/cache/KCVSCache.java","L5093","3","0","51","0","4","34","142","0"
"L5099","NoKCVSCache.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/keycolumnvalue/cache/NoKCVSCache.java","L5093","1","0","21","0","3","11","1077","0"
"L5370","ColumnValueStore.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/keycolumnvalue/inmemory/ColumnValueStore.java","L5369","33","0","177","1","3","19","53","0"
"L5371","InMemoryKeyColumnValueStore.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/keycolumnvalue/inmemory/InMemoryKeyColumnValueStore.java","L5369","11","0","153","1","4","46","53","0"
"L5372","InMemoryStoreManager.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/keycolumnvalue/inmemory/InMemoryStoreManager.java","L5369","6","0","81","0","4","44","53","0"
"L5736","BaseKeyColumnValueAdapter.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/keycolumnvalue/keyvalue/BaseKeyColumnValueAdapter.java","L5735","1","0","28","0","4","22","142","0"
"L5737","KeySelector.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/keycolumnvalue/keyvalue/KeySelector.java","L5735","3","0","30","0","3","6","142","0"
"L5738","KeyValueEntry.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/keycolumnvalue/keyvalue/KeyValueEntry.java","L5735","1","0","18","0","2","4","1077","0"
"L5739","KeyValueStore.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/keycolumnvalue/keyvalue/KeyValueStore.java","L5735","1","0","12","0","4","18","53","0"
"L5740","KeyValueStoreManager.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/keycolumnvalue/keyvalue/KeyValueStoreManager.java","L5735","1","0","6","0","3","9","53","0"
"L5741","KVMutation.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/keycolumnvalue/keyvalue/KVMutation.java","L5735","1","0","32","0","3","9","1615","0"
"L5742","KVQuery.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/keycolumnvalue/keyvalue/KVQuery.java","L5735","1","0","31","0","2","3","142","0"
"L5743","KVUtil.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/keycolumnvalue/keyvalue/KVUtil.java","L5735","2","0","63","0","4","21","142","0"
"L5744","OrderedKeyValueStore.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/keycolumnvalue/keyvalue/OrderedKeyValueStore.java","L5735","1","0","12","0","4","16","142","0"
"L5745","OrderedKeyValueStoreAdapter.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/keycolumnvalue/keyvalue/OrderedKeyValueStoreAdapter.java","L5735","34","0","291","0","4","36","142","0"
"L5746","OrderedKeyValueStoreManager.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/keycolumnvalue/keyvalue/OrderedKeyValueStoreManager.java","L5735","1","0","9","0","3","11","53","0"
"L5747","OrderedKeyValueStoreManagerAdapter.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/keycolumnvalue/keyvalue/OrderedKeyValueStoreManagerAdapter.java","L5735","12","0","95","0","4","34","53","0"
"L6243","TTLKCVS.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/keycolumnvalue/ttl/TTLKCVS.java","L6242","1","0","20","0","2","3","1077","0"
"L6244","TTLKVCSManager.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/keycolumnvalue/ttl/TTLKVCSManager.java","L6242","11","0","88","0","3","6","142","0"
"L6550","ConsistentKeyLocker.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/locking/consistentkey/ConsistentKeyLocker.java","L6549","29","0","311","0","4","73","1615","0"
"L6551","ConsistentKeyLockerSerializer.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/locking/consistentkey/ConsistentKeyLockerSerializer.java","L6549","2","0","34","0","3","7","53","0"
"L6552","ConsistentKeyLockStatus.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/locking/consistentkey/ConsistentKeyLockStatus.java","L6549","10","0","56","0","3","21","1615","0"
"L6553","ExpectedValueCheckingStore.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/locking/consistentkey/ExpectedValueCheckingStore.java","L6549","4","0","64","0","4","53","142","0"
"L6554","ExpectedValueCheckingStoreManager.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/locking/consistentkey/ExpectedValueCheckingStoreManager.java","L6549","3","0","67","0","4","41","142","0"
"L6555","ExpectedValueCheckingTransaction.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/locking/consistentkey/ExpectedValueCheckingTransaction.java","L6549","13","0","169","0","4","48","142","0"
"L6556","ExpiredLockException.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/locking/consistentkey/ExpiredLockException.java","L6549","1","0","13","0","1","1","1615","0"
"L6557","LockCleanerService.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/locking/consistentkey/LockCleanerService.java","L6549","1","0","6","0","3","4","53","0"
"L6558","StandardLockCleanerRunnable.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/locking/consistentkey/StandardLockCleanerRunnable.java","L6549","25","0","102","0","3","10","53","0"
"L6559","StandardLockCleanerService.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/locking/consistentkey/StandardLockCleanerService.java","L6549","3","0","69","0","3","6","53","0"
"L6560","TimestampRid.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/locking/consistentkey/TimestampRid.java","L6549","1","0","16","0","2","4","1077","0"
"L7321","ExternalCachePersistor.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/log/kcvs/ExternalCachePersistor.java","L7320","2","0","24","0","3","5","53","0"
"L7322","ExternalPersistor.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/log/kcvs/ExternalPersistor.java","L7320","1","0","6","0","3","5","53","0"
"L7323","KCVSLog.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/log/kcvs/KCVSLog.java","L7320","69","0","546","0","4","53","1615","0"
"L7324","KCVSLogManager.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/log/kcvs/KCVSLogManager.java","L7320","27","0","138","2","4","26","1615","0"
"L7325","KCVSMessage.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/log/kcvs/KCVSMessage.java","L7320","1","0","9","0","3","19","1077","0"
"L8038","AbstractMessage.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/log/util/AbstractMessage.java","L8037","8","0","51","0","3","16","1077","0"
"L8039","FutureMessage.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/log/util/FutureMessage.java","L8037","1","0","24","0","3","6","1077","0"
"L8040","ProcessMessageJob.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/log/util/ProcessMessageJob.java","L8037","3","0","25","0","3","8","1077","0"
"L9913","Durations.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/time/Durations.java","L9912","11","0","55","0","2","4","1077","0"
"L9914","StandardDuration.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/time/StandardDuration.java","L9912","11","0","86","0","2","5","1615","0"
"L9915","StandardTimepoint.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/time/StandardTimepoint.java","L9912","6","0","74","0","2","3","1077","0"
"L9916","Timepoint.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/time/Timepoint.java","L9912","1","0","12","0","2","3","1077","0"
"L9917","Timer.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/time/Timer.java","L9912","5","0","43","0","2","3","1077","0"
"L9918","TimestampProvider.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/time/TimestampProvider.java","L9912","1","0","11","0","2","3","1077","0"
"L9919","Timestamps.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/time/Timestamps.java","L9912","6","0","89","0","3","10","1615","0"
"L9920","ZeroDuration.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/time/ZeroDuration.java","L9912","2","0","38","0","2","5","1615","0"
"L13756","MetricInstrumentedSchemaCache.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/cache/MetricInstrumentedSchemaCache.java","L13755","1","0","45","1","3","15","1615","0"
"L13757","SchemaCache.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/cache/SchemaCache.java","L13755","1","0","13","1","3","13","1615","0"
"L13758","StandardSchemaCache.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/cache/StandardSchemaCache.java","L13755","29","0","156","1","4","23","1615","0"
"L14146","IDBlockSizer.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/idassigner/IDBlockSizer.java","L14145","1","0","5","0","2","8","1077","0"
"L14148","IDPoolExhaustedException.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/idassigner/IDPoolExhaustedException.java","L14145","1","0","13","0","1","1","1077","0"
"L14149","StandardIDPool.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/idassigner/StandardIDPool.java","L14145","18","0","187","0","3","39","53","1"
"L14150","StaticIDBlockSizer.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/idassigner/StaticIDBlockSizer.java","L14145","1","0","21","0","2","7","1077","0"
"L14151","VertexIDAssigner.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/idassigner/VertexIDAssigner.java","L14145","91","0","418","0","4","66","142","0"
"L14710","IDHandler.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/idhandling/IDHandler.java","L14709","25","0","136","0","4","27","1615","0"
"L14711","VariableLong.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/idhandling/VariableLong.java","L14709","26","0","197","0","4","29","1615","0"
"L14871","StandardIndexInformation.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/indexing/StandardIndexInformation.java","L14870","2","0","31","0","2","18","1615","0"
"L15512","LogTxMeta.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/log/LogTxMeta.java","L15511","4","0","55","0","3","8","53","0"
"L15513","LogTxStatus.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/log/LogTxStatus.java","L15511","4","0","10","0","3","8","53","0"
"L15514","TransactionLogHeader.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/log/TransactionLogHeader.java","L15511","24","0","217","0","4","27","142","0"
"L15682","ManagementLogger.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/management/ManagementLogger.java","L15681","18","0","170","0","4","30","1615","0"
"L15683","ManagementSystem.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/management/ManagementSystem.java","L15681","133","0","918","0","4","73","1615","0"
"L15684","MgmtLogType.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/management/MgmtLogType.java","L15681","1","0","4","0","2","3","53","0"
"L15685","ModifierType.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/management/ModifierType.java","L15681","1","0","13","0","2","2","142","0"
"L15686","RelationTypeIndexWrapper.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/management/RelationTypeIndexWrapper.java","L15681","10","0","72","0","4","12","142","0"
"L15687","TitanGraphIndexWrapper.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/management/TitanGraphIndexWrapper.java","L15681","5","0","67","0","4","15","142","0"
"L16263","AttributeHandling.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/AttributeHandling.java","L16262","1","0","8","0","2","9","1615","0"
"L16264","AttributeUtil.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/AttributeUtil.java","L16262","19","0","58","0","3","13","1615","0"
"L16265","DataOutput.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/DataOutput.java","L16262","1","0","27","0","3","10","53","0"
"L16266","OrderPreservingSerializer.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/OrderPreservingSerializer.java","L16262","1","0","8","0","3","8","1615","0"
"L16267","Serializer.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/Serializer.java","L16262","1","0","10","1","3","14","1615","0"
"L16268","StandardAttributeHandling.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/StandardAttributeHandling.java","L16262","6","0","104","0","4","37","1077","0"
"L16269","StandardSerializer.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/StandardSerializer.java","L16262","16","0","200","2","4","19","1615","0"
"L16270","SupportsNullSerializer.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/SupportsNullSerializer.java","L16262","1","0","3","0","2","3","1077","0"
"L19626","And.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/condition/And.java","L19625","3","0","35","0","3","6","1615","0"
"L19627","Condition.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/condition/Condition.java","L19625","1","0","14","0","2","3","1615","0"
"L19628","ConditionUtil.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/condition/ConditionUtil.java","L19625","18","0","53","0","2","5","1615","0"
"L19629","DirectionCondition.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/condition/DirectionCondition.java","L19625","10","0","51","1","3","13","142","0"
"L19630","FixedCondition.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/condition/FixedCondition.java","L19625","4","0","25","0","3","6","1615","0"
"L19631","IncidenceCondition.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/condition/IncidenceCondition.java","L19625","6","0","37","0","3","7","1077","0"
"L19632","IncidenceDirectionCondition.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/condition/IncidenceDirectionCondition.java","L19625","6","0","38","0","3","3","142","0"
"L19633","Literal.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/condition/Literal.java","L19625","1","0","21","0","3","9","142","0"
"L19634","MultiCondition.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/condition/MultiCondition.java","L19625","14","0","87","0","3","10","1615","0"
"L19635","Not.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/condition/Not.java","L19625","4","0","51","0","3","7","1615","0"
"L19636","Or.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/condition/Or.java","L19625","4","0","37","0","3","7","1615","0"
"L19637","PredicateCondition.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/condition/PredicateCondition.java","L19625","13","0","81","0","4","12","1615","0"
"L19638","RelationTypeCondition.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/condition/RelationTypeCondition.java","L19625","4","0","30","0","3","9","1615","0"
"L19639","VisibilityFilterCondition.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/condition/VisibilityFilterCondition.java","L19625","8","0","37","0","2","4","1615","0"
"L20038","GraphCentricQuery.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/graph/GraphCentricQuery.java","L20037","12","0","100","0","3","4","1615","0"
"L20039","GraphCentricQueryBuilder.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/graph/GraphCentricQueryBuilder.java","L20037","62","0","341","0","3","24","1615","0"
"L20040","IndexQueryBuilder.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/graph/IndexQueryBuilder.java","L20037","4","0","161","0","4","16","1615","0"
"L20041","JointIndexQuery.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/graph/JointIndexQuery.java","L20037","13","0","107","0","3","9","1615","0"
"L20042","MultiKeySliceQuery.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/graph/MultiKeySliceQuery.java","L20037","8","0","50","0","2","2","1615","0"
"L20932","BaseVertexCentricQuery.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/vertex/BaseVertexCentricQuery.java","L20931","7","0","72","0","4","10","142","0"
"L20933","BaseVertexCentricQueryBuilder.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/vertex/BaseVertexCentricQueryBuilder.java","L20931","14","0","165","0","3","7","1077","0"
"L20934","BasicVertexCentricQueryBuilder.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/vertex/BasicVertexCentricQueryBuilder.java","L20931","125","0","465","0","3","6","1077","0"
"L20935","MultiVertexCentricQueryBuilder.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/vertex/MultiVertexCentricQueryBuilder.java","L20931","10","0","94","1","4","15","1077","0"
"L20936","SimpleVertexQueryProcessor.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/vertex/SimpleVertexQueryProcessor.java","L20931","7","0","83","0","4","12","142","0"
"L20937","VertexArrayList.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/vertex/VertexArrayList.java","L20931","9","0","94","0","4","9","142","0"
